Timestamp,Unit,X,Y,Z
32828,2522,41.25,-28.05,31.05
32841,2523,41.25,-28.05,31.05
32854,2524,41.25,-28.05,31.05
32867,2525,30.75,-29.40,26.40
32880,2526,28.65,-30.00,27.00
32893,2527,27.00,-28.80,27.75
32906,2528,25.95,-28.80,27.00
32919,2529,26.25,-28.50,26.55
32932,2530,24.00,-29.25,26.25
32945,2531,21.75,-27.30,26.25
32958,2532,21.00,-28.50,25.50
32971,2533,18.90,-29.10,26.40
32984,2534,16.95,-30.30,27.15
32997,2535,16.95,-29.10,27.15
33010,2536,15.00,-29.85,28.65
33023,2537,14.25,-30.30,28.65
33036,2538,14.40,-30.00,28.80
33049,2539,12.30,-29.40,29.40
33062,2540,10.20,-30.00,30.30
33075,2541,11.25,-31.05,29.40
33088,2542,10.65,-30.75,31.05
33101,2543,9.90,-31.95,32.25
33114,2544,9.15,-30.00,32.25
33127,2545,8.55,-31.80,31.20
33140,2546,7.20,-31.95,33.00
33153,2547,6.75,-31.95,34.05
33166,2548,7.35,-31.80,34.95
33179,2549,7.35,-31.80,34.95
33192,2550,7.35,-31.80,34.95
33205,2551,7.35,-31.80,34.95
33218,2552,7.35,-31.80,34.95
33231,2553,7.35,-31.80,34.95
33244,2554,7.35,-31.80,34.95
33257,2555,4.50,-30.75,38.25
33270,2556,4.50,-31.95,37.50
33283,2557,3.30,-31.65,37.50
33296,2558,3.15,-29.85,39.15
33309,2559,2.85,-30.60,39.15
33322,2560,3.60,-30.30,40.95
33335,2561,4.35,-29.10,40.95
33348,2562,3.00,-28.80,40.50
33361,2563,2.25,-27.60,42.00
33374,2564,1.80,-26.85,42.00
33387,2565,2.40,-26.70,40.95
33400,2566,1.50,-25.65,42.75
33413,2567,2.40,-24.30,42.90
33426,2568,1.50,-23.70,44.55
33439,2569,2.85,-23.55,43.20
33452,2570,1.65,-21.15,45.15
33465,2571,0.15,-19.95,46.20
33478,2572,0.00,-21.75,46.50
33491,2573,1.20,-20.25,46.95
33504,2574,2.25,-19.35,46.50
33517,2575,0.30,-20.10,48.75
33530,2576,-0.75,-20.10,48.75
33543,2577,-1.50,-20.10,50.55
33556,2578,-1.05,-19.80,49.50
33569,2579,-0.30,-20.55,51.30
33582,2580,-0.30,-20.55,51.30
33595,2581,-0.30,-20.55,51.30
33608,2582,-0.30,-20.55,51.30
33621,2583,-0.30,-20.55,51.30
33634,2584,-0.30,-20.55,51.30
33647,2585,-2.10,-20.25,58.65
33660,2586,-3.75,-19.80,60.00
33673,2587,-4.20,-19.35,60.00
33686,2588,-4.20,-17.70,61.50
33699,2589,-3.30,-18.60,64.05
33712,2590,-3.75,-17.70,65.25
33725,2591,-4.35,-16.35,67.65
33738,2592,-4.20,-16.50,70.05
33751,2593,-3.75,-16.95,72.30
33764,2594,-4.95,-16.20,75.75
33777,2595,-3.90,-17.10,76.20
33790,2596,-3.60,-17.10,79.65
33803,2597,-3.15,-16.35,84.15
33816,2598,-3.00,-19.35,85.80
33829,2599,-2.55,-17.40,87.30
33842,2600,-3.30,-18.15,88.80
33855,2601,-2.10,-19.20,94.95
33868,2602,-0.45,-19.95,95.70
33881,2603,0.45,-20.70,98.40
33894,2604,1.05,-21.30,100.05
33907,2605,1.65,-22.35,103.65
33920,2606,2.85,-22.65,104.40
33933,2607,4.50,-24.15,106.80
33946,2608,6.60,-23.55,108.15
33959,2609,7.80,-25.05,110.40
33972,2610,7.80,-25.05,110.40
33985,2611,7.80,-25.05,110.40
33998,2612,7.80,-25.05,110.40
34011,2613,7.80,-25.05,110.40
34024,2614,7.80,-25.05,110.40
34037,2615,7.80,-25.05,110.40
34050,2616,19.80,-28.80,117.75
34063,2617,19.95,-29.40,118.95
34076,2618,21.15,-29.10,119.40
34089,2619,23.25,-31.95,117.75
34102,2620,25.65,-29.85,118.95
34115,2621,25.20,-31.95,119.25
34128,2622,28.20,-31.20,118.05
34141,2623,29.40,-31.65,118.50
34154,2624,31.05,-31.80,118.95
34167,2625,32.85,-31.20,118.50
34180,2626,32.85,-29.70,121.50
34193,2627,35.10,-30.45,119.25
34206,2628,37.05,-28.05,121.05
34219,2629,40.05,-24.90,120.30
34232,2630,40.95,-24.75,120.45
34245,2631,43.50,-23.25,121.80
34258,2632,44.85,-22.35,121.95
34271,2633,47.25,-21.30,120.75
34284,2634,51.45,-20.10,118.80
34297,2635,51.45,-19.35,118.50
34310,2636,52.20,-18.15,118.05
34323,2637,56.25,-17.10,114.15
34336,2638,56.40,-17.40,113.25
34349,2639,56.70,-17.55,111.90
34362,2640,59.10,-15.30,108.75
34375,2641,59.10,-15.30,108.75
34388,2642,59.10,-15.30,108.75
34401,2643,59.10,-15.30,108.75
34414,2644,59.10,-15.30,108.75
34427,2645,59.10,-15.30,108.75
34440,2646,59.10,-15.30,108.75
34453,2647,63.15,-17.10,99.15
34466,2648,63.60,-17.10,97.65
34479,2649,63.00,-15.30,96.30
34492,2650,62.70,-15.90,96.45
34505,2651,63.90,-14.40,97.65
34518,2652,63.60,-13.65,97.95
34531,2653,62.40,-12.00,99.15
34544,2654,63.00,-10.95,101.25
34557,2655,60.60,-11.85,102.30
34570,2656,57.30,-7.80,104.25
34583,2657,57.75,-6.00,102.45
34596,2658,56.25,-5.70,105.90
34609,2659,54.15,-2.70,108.00
34622,2660,53.10,-2.25,107.55
34635,2661,49.20,0.00,109.05
34648,2662,45.60,1.35,110.70
34661,2663,44.85,1.65,109.95
34674,2664,41.40,1.65,110.40
34687,2665,37.95,2.85,110.40
34700,2666,35.85,4.35,106.50
34713,2667,36.15,5.10,105.30
34726,2668,31.80,5.70,103.20
34739,2669,29.55,6.00,102.15
34752,2670,28.80,5.25,100.65
34765,2671,28.80,5.25,100.65
34778,2672,28.80,5.25,100.65
34791,2673,28.80,5.25,100.65
34804,2674,28.80,5.25,100.65
34817,2675,28.80,5.25,100.65
34830,2676,28.80,5.25,100.65
34843,2677,28.80,5.25,100.65
34856,2678,10.95,-3.45,103.80
34869,2679,9.15,-4.65,104.25
34882,2680,8.10,-5.25,105.15
34895,2681,5.85,-8.40,104.40
34908,2682,5.25,-9.90,102.30
34921,2683,3.90,-9.60,101.70
34934,2684,1.65,-13.65,99.90
34947,2685,2.55,-13.35,100.50
34960,2686,1.05,-15.00,100.05
34973,2687,-0.15,-14.85,95.40
34986,2688,-0.90,-16.80,96.90
34999,2689,-1.05,-17.70,94.05
35012,2690,-2.85,-17.55,93.15
35025,2691,-2.85,-19.50,92.40
35038,2692,-2.85,-19.20,89.40
35051,2693,-4.65,-19.95,89.70
35064,2694,-3.90,-19.95,87.15
35077,2695,-3.60,-19.20,85.20
35090,2696,-4.35,-20.70,83.40
35103,2697,-3.60,-20.70,82.20
35116,2698,-3.90,-20.25,80.40
35129,2699,-7.20,-20.85,77.55
35142,2700,-6.30,-21.90,77.70
35155,2701,-4.65,-21.45,74.70
35168,2702,-4.65,-21.45,74.70
35181,2703,-4.65,-21.45,74.70
35194,2704,-4.65,-21.45,74.70
35207,2705,-4.65,-21.45,74.70
35220,2706,-4.65,-21.45,74.70
35233,2707,-4.65,-21.45,74.70
35246,2708,-4.20,-26.40,62.55
35259,2709,-4.65,-27.00,60.15
35272,2710,-4.35,-27.90,58.65
35285,2711,-3.15,-30.30,59.70
35298,2712,-3.30,-30.00,57.75
35311,2713,-3.75,-31.20,57.75
35324,2714,-4.50,-29.25,57.75
35337,2715,-3.60,-31.35,57.45
35350,2716,-1.20,-31.35,55.95
35363,2717,-3.15,-33.45,54.90
35376,2718,-2.10,-33.00,55.20
35389,2719,-3.30,-32.85,54.00
35402,2720,-1.65,-33.00,53.40
35415,2721,-1.20,-35.40,52.95
35428,2722,-3.00,-33.60,51.75
35441,2723,0.30,-34.35,51.30
35454,2724,-1.80,-34.35,51.00
35467,2725,-0.45,-35.40,51.15
35480,2726,-0.75,-33.60,50.25
35493,2727,-0.45,-33.75,49.95
35506,2728,-1.80,-34.80,50.55
35519,2729,0.00,-34.35,51.00
35532,2730,-0.30,-36.30,49.80
35545,2731,-0.30,-36.30,49.80
35558,2732,-0.30,-36.30,49.80
35571,2733,-0.30,-36.30,49.80
35584,2734,-0.30,-36.30,49.80
35597,2735,-0.30,-36.30,49.80
35610,2736,-0.30,-36.30,49.80
35623,2737,3.00,-38.40,48.30
35636,2738,1.65,-38.10,46.65
35649,2739,2.25,-40.65,49.05
35662,2740,2.40,-40.95,48.45
35675,2741,2.85,-40.50,47.70
35688,2742,3.30,-41.55,48.00
35701,2743,3.15,-42.15,48.45
35714,2744,3.60,-41.70,48.45
35727,2745,5.10,-41.70,45.45
35740,2746,5.85,-42.15,43.65
35753,2747,6.75,-41.10,45.00
35766,2748,7.35,-42.45,41.70
35779,2749,8.85,-42.45,40.65
35792,2750,8.85,-42.15,41.70
35805,2751,10.65,-43.05,40.50
35818,2752,10.50,-42.90,39.45
35831,2753,11.55,-42.45,38.70
35844,2754,12.30,-44.10,39.90
35857,2755,13.35,-43.05,39.75
35870,2756,14.10,-44.25,38.25
35883,2757,14.40,-44.25,37.05
35896,2758,16.95,-42.45,36.90
35909,2759,18.45,-43.65,36.90
35922,2760,18.60,-43.50,35.25
35935,2761,19.65,-42.90,36.15
35948,2762,19.65,-42.90,36.15
35961,2763,19.65,-42.90,36.15
35974,2764,19.65,-42.90,36.15
35987,2765,19.65,-42.90,36.15
36000,2766,19.65,-42.90,36.15
36013,2767,26.70,-43.95,37.80
36026,2768,28.65,-45.45,37.05
36039,2769,29.10,-44.10,37.95
36052,2770,33.00,-44.55,39.45
36065,2771,32.55,-45.60,39.15
36078,2772,32.85,-45.45,40.80
36091,2773,35.40,-45.15,44.55
36104,2774,36.45,-46.80,44.40
36117,2775,37.20,-46.05,44.40
36130,2776,37.35,-46.65,48.00
36143,2777,37.50,-47.25,49.20
36156,2778,37.95,-47.70,51.15
36169,2779,40.05,-46.65,51.30
36182,2780,40.35,-47.10,54.00
36195,2781,41.40,-45.60,55.20
36208,2782,40.80,-45.15,56.55
36221,2783,42.45,-46.50,58.20
36234,2784,43.35,-46.50,58.95
36247,2785,43.80,-45.90,61.05
36260,2786,43.65,-46.80,60.90
36273,2787,45.75,-46.20,63.00
36286,2788,44.85,-47.25,67.65
36299,2789,44.85,-46.50,68.40
36312,2790,46.65,-44.85,71.40
36325,2791,46.65,-44.85,71.40
36338,2792,46.65,-44.85,71.40
36351,2793,46.65,-44.85,71.40
36364,2794,46.65,-44.85,71.40
36377,2795,46.65,-44.85,71.40
36390,2796,46.65,-44.85,71.40
36403,2797,50.70,-41.10,85.05
36416,2798,52.05,-40.95,86.40
36429,2799,50.70,-41.10,87.30
36442,2800,50.55,-40.20,88.65
36455,2801,51.90,-39.60,88.05
36468,2802,53.25,-38.10,90.45
36481,2803,52.50,-36.90,90.15
36494,2804,53.55,-37.80,92.40
36507,2805,54.30,-37.80,91.65
36520,2806,55.20,-36.60,92.70
36533,2807,55.50,-34.95,93.90
36546,2808,56.40,-34.35,94.50
36559,2809,55.50,-34.20,95.40
36572,2810,55.35,-33.60,94.05
36585,2811,56.70,-34.65,93.90
36598,2812,55.50,-33.00,95.70
36611,2813,57.60,-31.95,95.25
36624,2814,57.45,-31.35,94.95
36637,2815,56.85,-32.40,94.50
36650,2816,59.10,-31.65,93.75
36663,2817,58.05,-32.40,93.30
36676,2818,59.70,-31.80,92.70
36689,2819,60.15,-28.65,92.40
36702,2820,59.85,-30.45,91.50
36715,2821,59.85,-30.45,91.50
36728,2822,59.85,-30.45,91.50
36741,2823,59.85,-30.45,91.50
36754,2824,59.85,-30.45,91.50
36767,2825,59.85,-30.45,91.50
36780,2826,59.85,-30.45,91.50
36793,2827,63.15,-25.80,88.20
36806,2828,62.55,-26.10,88.05
36819,2829,62.70,-24.75,86.40
36832,2830,64.35,-24.75,86.40
36845,2831,63.30,-25.65,85.05
36858,2832,65.40,-21.90,83.40
36871,2833,63.90,-23.10,84.15
36884,2834,63.90,-21.45,83.70
36897,2835,65.40,-21.45,81.45
36910,2836,64.65,-21.90,82.20
36923,2837,65.10,-21.15,81.45
36936,2838,64.35,-19.95,79.95
36949,2839,63.90,-20.70,78.45
36962,2840,64.65,-21.15,76.65
36975,2841,62.70,-23.10,76.95
36988,2842,64.05,-22.50,75.75
37001,2843,64.80,-20.85,73.80
37014,2844,64.05,-21.75,71.25
37027,2845,63.60,-23.10,71.70
37040,2846,63.90,-20.70,70.95
37053,2847,62.55,-22.05,67.50
37066,2848,63.15,-21.45,66.45
37079,2849,63.60,-23.10,67.20
37092,2850,63.30,-23.70,63.30
37105,2851,63.30,-23.70,63.30
37118,2852,63.30,-23.70,63.30
37131,2853,63.30,-23.70,63.30
37144,2854,63.30,-23.70,63.30
37157,2855,63.30,-23.70,63.30
37170,2856,63.30,-23.70,63.30
37183,2857,63.30,-23.70,63.30
37196,2858,59.40,-26.70,58.20
37209,2859,57.30,-28.80,57.75
37222,2860,56.40,-29.70,55.05
37235,2861,55.65,-30.75,54.75
37248,2862,53.40,-30.45,51.30
37261,2863,53.55,-31.05,49.95
37274,2864,52.80,-31.05,48.90
37287,2865,50.10,-33.00,45.90
37300,2866,50.10,-32.55,44.40
37313,2867,48.60,-32.25,42.90
37326,2868,47.25,-31.95,42.30
37339,2869,46.50,-33.15,39.00
37352,2870,44.85,-32.55,39.15
37365,2871,43.80,-31.95,37.80
37378,2872,41.40,-34.65,36.90
37391,2873,41.40,-33.00,34.65
37404,2874,37.05,-33.15,33.00
37417,2875,35.10,-29.70,32.25
37430,2876,34.50,-28.20,32.40
37443,2877,32.25,-28.20,30.15
37456,2878,29.70,-26.40,31.50
37469,2879,29.70,-25.35,30.75
37482,2880,28.35,-25.05,30.90
37495,2881,26.25,-25.35,32.25
37508,2882,26.25,-25.35,32.25
37521,2883,26.25,-25.35,32.25
37534,2884,26.25,-25.35,32.25
37547,2885,26.25,-25.35,32.25
37560,2886,26.25,-25.35,32.25
37573,2887,26.25,-25.35,32.25
37586,2888,14.10,-28.05,32.55
37599,2889,14.40,-28.05,33.00
37612,2890,12.30,-27.00,34.65
37625,2891,10.65,-26.40,35.25
37638,2892,8.10,-27.00,36.45
37651,2893,6.75,-28.05,39.00
37664,2894,6.00,-28.50,40.80
37677,2895,4.35,-27.90,41.70
37690,2896,2.55,-30.00,44.55
37703,2897,2.40,-29.85,44.40
37716,2898,1.50,-30.00,45.30
37729,2899,-1.20,-31.35,48.45
37742,2900,0.00,-30.45,48.30
37755,2901,-0.30,-30.75,48.30
37768,2902,0.00,-30.75,51.30
37781,2903,-1.50,-32.40,52.80
37794,2904,-2.40,-33.45,52.65
37807,2905,-2.25,-33.60,54.75
37820,2906,-1.80,-33.15,55.50
37833,2907,-1.80,-32.40,58.05
37846,2908,-1.80,-35.25,59.25
37859,2909,-3.00,-34.80,58.80
37872,2910,-2.85,-35.70,62.40
37885,2911,-1.50,-35.25,62.25
37898,2912,-2.10,-34.95,65.40
37911,2913,-2.10,-34.95,65.40
37924,2914,-2.10,-34.95,65.40
37937,2915,-2.10,-34.95,65.40
37950,2916,-2.10,-34.95,65.40
37963,2917,-2.10,-34.95,65.40
37976,2918,-2.10,-34.95,65.40
37989,2919,-3.00,-38.70,73.80
38002,2920,-0.15,-39.00,74.40
38015,2921,0.00,-38.40,75.75
38028,2922,-0.75,-37.20,78.30
38041,2923,-1.20,-40.20,78.15
38054,2924,0.75,-40.65,79.05
38067,2925,0.15,-39.00,81.15
38080,2926,2.25,-39.90,81.75
38093,2927,3.30,-40.35,85.50
38106,2928,3.60,-40.95,86.70
38119,2929,3.75,-40.65,87.00
38132,2930,3.90,-40.20,88.65
38145,2931,5.10,-40.50,89.70
38158,2932,4.65,-39.30,90.15
38171,2933,5.70,-41.10,89.25
38184,2934,6.30,-41.25,88.95
38197,2935,6.30,-41.70,89.70
38210,2936,5.70,-41.85,88.80
38223,2937,6.75,-42.75,87.30
38236,2938,6.45,-42.75,86.55
38249,2939,7.95,-43.50,86.55
38262,2940,6.00,-43.95,84.00
38275,2941,7.35,-43.65,83.40
38288,2942,6.45,-43.95,82.50
38301,2943,8.40,-44.25,81.30
38314,2944,8.40,-44.25,81.30
38327,2945,8.40,-44.25,81.30
38340,2946,8.40,-44.25,81.30
38353,2947,8.40,-44.25,81.30
38366,2948,8.40,-44.25,81.30
38379,2949,8.40,-44.25,81.30
38392,2950,10.65,-45.45,84.00
38405,2951,12.00,-44.85,84.45
38418,2952,12.75,-45.30,87.15
38431,2953,13.50,-46.80,85.95
38444,2954,15.15,-45.45,87.00
38457,2955,15.60,-47.10,86.25
38470,2956,16.35,-47.10,88.05
38483,2957,16.80,-46.20,87.30
38496,2958,19.65,-47.70,88.95
38509,2959,18.30,-47.85,88.50
38522,2960,21.00,-47.40,88.80
38535,2961,21.75,-48.60,88.80
38548,2962,22.80,-47.85,88.05
38561,2963,24.60,-48.00,89.40
38574,2964,24.90,-47.25,88.20
38587,2965,25.50,-49.50,89.55
38600,2966,26.85,-50.10,88.95
38613,2967,26.70,-47.85,89.25
38626,2968,28.35,-48.00,88.20
38639,2969,27.30,-47.70,88.95
38652,2970,27.75,-46.65,89.25
38665,2971,30.15,-48.30,87.30
38678,2972,29.70,-47.85,87.75
38691,2973,30.15,-47.10,88.50
38704,2974,30.15,-47.10,88.50
38717,2975,30.15,-47.10,88.50
38730,2976,30.15,-47.10,88.50
38743,2977,30.15,-47.10,88.50
38756,2978,30.15,-47.10,88.50
38769,2979,30.15,-47.10,88.50
38782,2980,39.45,-46.05,86.40
38795,2981,40.35,-47.10,86.25
38808,2982,41.55,-45.45,84.75
38821,2983,41.40,-45.30,82.95
38834,2984,42.45,-45.30,83.40
38847,2985,44.10,-46.05,83.40
38860,2986,45.15,-45.30,82.20
38873,2987,44.55,-43.95,81.30
38886,2988,46.65,-45.30,82.65
38899,2989,45.00,-44.25,80.55
38912,2990,45.60,-44.10,79.65
38925,2991,47.70,-44.25,78.30
38938,2992,48.45,-45.15,78.75
38951,2993,46.50,-43.05,77.25
38964,2994,47.70,-45.15,77.25
38977,2995,48.60,-43.65,76.65
38990,2996,49.05,-42.90,75.90
39003,2997,49.80,-42.45,76.20
39016,2998,51.30,-42.45,74.70
39029,2999,51.30,-42.90,73.95
39042,3000,51.00,-42.15,74.40
39055,3001,51.00,-42.15,73.65
39068,3002,50.55,-42.45,75.15
39081,3003,52.65,-41.85,73.50
39094,3004,52.65,-41.85,73.50
39107,3005,52.65,-41.85,73.50
39120,3006,52.65,-41.85,73.50
39133,3007,52.65,-41.85,73.50
39146,3008,52.65,-41.85,73.50
39159,3009,52.65,-41.85,73.50
39172,3010,52.05,-41.70,73.65
39185,3011,51.15,-42.75,72.75
39198,3012,51.90,-41.55,74.25
39211,3013,52.05,-42.45,72.45
39224,3014,53.25,-40.50,72.15
39237,3015,52.20,-40.35,73.05
39250,3016,52.05,-39.30,72.15
39263,3017,54.60,-40.65,72.75
39276,3018,54.60,-38.40,70.80
39289,3019,55.65,-38.70,72.00
39302,3020,54.90,-38.70,71.55
39315,3021,57.45,-38.10,72.15
39328,3022,57.30,-35.55,71.70
39341,3023,57.45,-37.35,70.65
39354,3024,58.35,-35.25,70.50
39367,3025,58.95,-36.90,70.20
39380,3026,59.55,-35.55,69.30
39393,3027,59.85,-34.80,69.75
39406,3028,60.30,-34.80,69.30
39419,3029,59.40,-34.20,69.90
39432,3030,61.50,-30.75,69.75
39445,3031,61.20,-31.80,69.45
39458,3032,60.30,-31.65,70.50
39471,3033,60.30,-31.65,70.50
39484,3034,60.30,-31.65,70.50
39497,3035,60.30,-31.65,70.50
39510,3036,60.30,-31.65,70.50
39523,3037,60.30,-31.65,70.50
39536,3038,60.30,-31.65,70.50
39549,3039,63.90,-23.55,74.40
39562,3040,63.60,-21.90,73.65
39575,3041,64.65,-18.75,73.95
39588,3042,63.15,-16.80,74.70
39601,3043,63.15,-15.90,74.70
39614,3044,64.50,-13.80,74.55
39627,3045,63.30,-11.40,73.05
39640,3046,61.80,-10.95,74.25
39653,3047,61.95,-9.30,75.15
39666,3048,59.55,-8.25,75.75
39679,3049,59.70,-5.25,75.45
39692,3050,58.50,-4.95,76.20
39705,3051,58.20,-2.10,78.45
39718,3052,57.00,-2.10,78.15
39731,3053,56.10,-0.75,79.50
39744,3054,55.20,-0.45,80.40
39757,3055,54.30,-0.15,79.95
39770,3056,51.45,2.70,82.05
39783,3057,49.95,3.15,81.75
39796,3058,49.95,3.15,81.30
39809,3059,48.00,3.90,83.55
39822,3060,47.70,4.65,84.30
39835,3061,47.10,4.95,86.40
39848,3062,47.10,4.95,86.40
39861,3063,47.10,4.95,86.40
39874,3064,47.10,4.95,86.40
39887,3065,47.10,4.95,86.40
39900,3066,47.10,4.95,86.40
39913,3067,47.10,4.95,86.40
39926,3068,47.10,4.95,86.40
39939,3069,46.50,2.70,90.75
39952,3070,45.90,4.50,92.40
39965,3071,47.55,4.95,93.90
39978,3072,47.70,3.90,93.75
39991,3073,47.25,2.70,93.30
40004,3074,49.80,1.65,93.15
40017,3075,50.10,1.65,97.20
40030,3076,50.10,0.90,99.45
40043,3077,51.00,0.45,100.65
40056,3078,50.55,-0.90,101.70
40069,3079,49.65,0.30,103.05
40082,3080,49.80,-0.90,104.70
40095,3081,48.90,0.00,106.50
40108,3082,47.55,0.15,106.65
40121,3083,48.45,0.30,107.55
40134,3084,45.75,1.05,107.55
40147,3085,44.10,0.90,110.40
40160,3086,44.40,-0.15,111.15
40173,3087,43.35,-0.15,113.40
40186,3088,42.75,-1.50,113.25
40199,3089,42.30,-0.75,113.25
40212,3090,39.30,-1.05,115.05
40225,3091,39.30,-1.05,115.05
40238,3092,39.30,-1.05,115.05
40251,3093,39.30,-1.05,115.05
40264,3094,39.30,-1.05,115.05
40277,3095,39.30,-1.05,115.05
40290,3096,39.30,-1.05,115.05
40303,3097,39.30,-1.05,115.05
40316,3098,31.05,-2.55,118.20
40329,3099,30.45,-4.35,120.00
40342,3100,30.45,-3.90,118.80
40355,3101,28.35,-3.30,117.90
40368,3102,26.10,-4.05,117.90
40381,3103,22.65,-4.50,118.20
40394,3104,22.20,-4.95,117.90
40407,3105,23.55,-4.65,118.05
40420,3106,21.75,-7.05,117.75
40433,3107,19.20,-6.90,117.45
40446,3108,19.20,-6.90,117.15
40459,3109,17.25,-8.40,116.40
40472,3110,18.30,-8.70,117.30
40485,3111,16.20,-6.90,116.40
40498,3112,17.10,-7.05,115.80
40511,3113,15.60,-7.80,115.50
40524,3114,16.35,-8.25,115.80
40537,3115,16.20,-7.65,115.20
40550,3116,17.25,-7.65,114.45
40563,3117,18.60,-6.60,116.55
40576,3118,19.65,-6.90,117.15
40589,3119,19.95,-8.40,118.20
40602,3120,20.40,-6.90,118.65
40615,3121,25.20,-8.70,120.75
40628,3122,25.20,-8.70,120.75
40641,3123,25.20,-8.70,120.75
40654,3124,25.20,-8.70,120.75
40667,3125,25.20,-8.70,120.75
40680,3126,25.20,-8.70,120.75
40693,3127,25.20,-8.70,120.75
40706,3128,45.75,-8.25,119.55
40719,3129,49.65,-10.65,117.75
40732,3130,54.00,-10.05,114.45
40745,3131,55.20,-12.00,111.90
40758,3132,57.00,-12.45,110.70
40771,3133,59.70,-13.95,104.40
40784,3134,61.50,-14.55,102.30
40797,3135,61.80,-16.20,97.50
40810,3136,63.30,-16.50,93.30
40823,3137,63.75,-17.70,85.50
40836,3138,63.60,-18.30,81.15
40849,3139,64.50,-18.60,78.30
40862,3140,63.75,-20.85,69.75
40875,3141,62.40,-19.50,67.20
40888,3142,62.40,-21.45,63.45
40901,3143,59.70,-21.45,57.45
40914,3144,58.80,-22.05,56.25
40927,3145,59.10,-22.05,53.25
40940,3146,56.10,-21.30,47.55
40953,3147,55.20,-21.90,46.65
40966,3148,52.65,-22.05,44.55
40979,3149,50.10,-22.35,41.40
40992,3150,48.60,-22.35,40.20
41005,3151,48.30,-22.35,37.20
41018,3152,48.30,-22.35,37.20
41031,3153,48.30,-22.35,37.20
41044,3154,48.30,-22.35,37.20
41057,3155,48.30,-22.35,37.20
41070,3156,48.30,-22.35,37.20
41083,3157,48.30,-22.35,37.20
41096,3158,30.90,-23.70,27.75
41109,3159,29.70,-26.10,28.50
41122,3160,28.80,-24.75,28.65
41135,3161,23.40,-25.80,26.40
41148,3162,22.20,-27.00,27.90
41161,3163,21.45,-26.25,29.40
41174,3164,17.10,-28.05,29.25
41187,3165,15.15,-30.45,29.55
41200,3166,15.00,-29.40,30.15
41213,3167,11.55,-29.85,31.95
41226,3168,9.60,-31.35,31.65
41239,3169,8.40,-31.20,35.25
41252,3170,5.85,-32.25,36.45
41265,3171,5.70,-31.65,37.50
41278,3172,5.10,-32.55,39.15
41291,3173,3.30,-31.65,41.55
41304,3174,2.10,-34.20,43.65
41317,3175,2.25,-32.85,45.00
41330,3176,1.05,-34.35,47.25
41343,3177,-0.75,-35.25,48.75
41356,3178,-0.45,-36.15,51.15
41369,3179,-0.30,-36.30,52.50
41382,3180,-0.45,-37.35,55.20
41395,3181,-1.20,-36.15,55.20
41408,3182,-1.20,-36.15,55.20
41421,3183,-1.20,-36.15,55.20
41434,3184,-1.20,-36.15,55.20
41447,3185,-1.20,-36.15,55.20
41460,3186,-1.20,-36.15,55.20
41473,3187,-1.20,-36.15,55.20
41486,3188,-1.20,-36.15,55.20
41499,3189,-1.20,-39.00,65.40
41512,3190,-0.90,-39.00,67.65
41525,3191,0.15,-40.50,68.70
41538,3192,0.30,-39.60,68.25
41551,3193,0.30,-39.90,70.05
41564,3194,2.10,-39.75,70.95
41577,3195,0.90,-38.10,72.45
41590,3196,1.05,-39.60,72.75
41603,3197,1.50,-40.65,72.30
41616,3198,3.15,-40.95,75.90
41629,3199,3.60,-40.95,76.20
41642,3200,2.85,-39.75,76.95
41655,3201,4.35,-40.50,77.40
41668,3202,3.15,-41.70,79.95
41681,3203,4.35,-41.70,78.45
41694,3204,5.40,-40.95,81.45
41707,3205,5.10,-40.50,80.70
41720,3206,6.30,-42.15,81.15
41733,3207,7.95,-42.30,82.80
41746,3208,8.40,-41.85,81.75
41759,3209,8.40,-41.85,82.80
41772,3210,9.15,-43.95,82.80
41785,3211,8.55,-43.35,82.95
41798,3212,8.55,-43.35,82.95
41811,3213,8.55,-43.35,82.95
41824,3214,8.55,-43.35,82.95
41837,3215,8.55,-43.35,82.95
41850,3216,8.55,-43.35,82.95
41863,3217,8.55,-43.35,82.95
41876,3218,8.55,-43.35,82.95
41889,3219,15.60,-44.70,91.80
41902,3220,18.30,-43.05,94.05
41915,3221,19.05,-42.75,95.55
41928,3222,19.05,-42.75,99.00
41941,3223,20.70,-42.15,99.90
41954,3224,21.30,-40.65,102.00
41967,3225,21.30,-40.65,103.05
41980,3226,22.80,-38.40,105.75
41993,3227,23.85,-39.00,105.90
42006,3228,24.90,-37.80,108.45
42019,3229,25.50,-38.70,109.80
42032,3230,26.70,-36.30,109.05
42045,3231,26.85,-36.60,110.70
42058,3232,27.45,-36.30,111.75
42071,3233,28.20,-35.55,111.30
42084,3234,28.35,-36.15,111.90
42097,3235,29.55,-36.15,111.90
42110,3236,28.35,-34.95,112.95
42123,3237,29.40,-35.25,112.80
42136,3238,30.30,-34.65,112.95
42149,3239,31.05,-32.25,114.45
42162,3240,31.20,-34.35,114.30
42175,3241,34.05,-34.65,114.15
42188,3242,35.10,-31.95,116.25
42201,3243,35.10,-31.95,116.25
42214,3244,35.10,-31.95,116.25
42227,3245,35.10,-31.95,116.25
42240,3246,35.10,-31.95,116.25
42253,3247,35.10,-31.95,116.25
42266,3248,35.10,-31.95,116.25
42279,3249,35.10,-31.95,116.25
42292,3250,44.55,-25.65,117.00
42305,3251,46.65,-25.05,116.70
42318,3252,48.90,-25.65,116.55
42331,3253,49.20,-23.70,115.80
